Day fraction since midnight on 11/3/2019,Time (seconds),Time Elapsed (seconds),Fluoride Probe (volts),Coag Flow mL/s (),Water Flow mL/s (),Manual Water Pump Control (rpm),Manual Coagulant Pump Control (rpm),Fluoride Pump Control (),Turbidity ()
start expt,,,,,,,,,
0.77,66223.30608,23192.50579,0.12411434,0.0052668,0.6501332,50.52631579,0,0,1.19581568
0.77,66224.30573,23193.50544,0.12417503,0.0052668,0.6501332,50.52631579,0,0,1.19581568
0.77,66225.30538,23194.50509,0.12379962,0.0052668,0.6501332,50.52631579,0,0,1.19581568
0.77,66226.30416,23195.50387,0.12430808,0.0052668,0.6501332,50.52631579,0,0,1.19581568
0.77,66227.3064,23196.50611,0.12436812,0.0052668,0.6501332,50.52631579,0,0,1.19581568
0.77,66228.30605,23197.50576,0.12415539,0.0052668,0.6501332,50.52631579,0,0,0.88050967
0.77,66229.30483,23198.50454,0.12375275,0.0052668,0.6501332,50.52631579,0,0,0.88050967
0.77,66230.30448,23199.50419,0.12449823,0.0052668,0.6501332,50.52631579,0,0,0.88050967
0.77,66231.30586,23200.50557,0.12397268,0.0052668,0.6501332,50.52631579,0,0,0.88050967
0.77,66232.3055,23201.50522,0.12413161,0.0052668,0.6501332,50.52631579,0,0,0.88050967
0.77,66233.30515,23202.50486,0.12409198,0.0052668,0.6501332,50.52631579,0,0,0.75590354
0.77,66234.30653,23203.50624,0.12432605,0.0052668,0.6501332,50.52631579,0,0,0.75590354
0.77,66235.30531,23204.50502,0.12346645,0.0052668,0.6501332,50.52631579,0,0,0.75590354
0.77,66236.30496,23205.50467,0.1235106,0.0052668,0.6501332,50.52631579,0,0,0.75590354
0.77,66237.30461,23206.50432,0.12418593,0.0052668,0.6501332,50.52631579,0,0,0.75590354
0.77,66238.30598,23207.5057,0.12422977,0.0052668,0.6501332,50.52631579,0,0,0.86051971
0.77,66239.30563,23208.50534,0.12373768,0.0052668,0.6501332,50.52631579,0,0,0.86051971
0.77,66240.30528,23209.50499,0.1242269,0.0052668,0.6501332,50.52631579,0,0,0.86051971
0.77,66241.30406,23210.50378,0.1239299,0.0052668,0.6501332,50.52631579,0,0,0.86051971
0.77,66242.30544,23211.50515,0.12371565,0.0052668,0.6501332,50.52631579,0,0,0.86051971
0.77,66243.30509,23212.5048,0.12366722,0.0052668,0.6501332,50.52631579,0,0,0.90463543
0.77,66244.3056,23213.50531,0.12419578,0.0052668,0.6501332,50.52631579,0,0,0.90463543
0.77,66245.30438,23214.5041,0.12407894,0.0052668,0.6501332,50.52631579,0,0,0.90463543
0.77,66246.3049,23215.50461,0.12361138,0.0052668,0.6501332,50.52631579,0,0,0.90463543
0.77,66247.30368,23216.50339,0.12368934,0.0052668,0.6501332,50.52631579,0,0,0.90463543
0.77,66248.30592,23217.50563,0.12392726,0.0052668,0.6501332,50.52631579,0,0,0.63254929
0.77,66249.30557,23218.50528,0.1236895,0.0052668,0.6501332,50.52631579,0,0,0.63254929
0.77,66250.30522,23219.50493,0.1242198,0.0052668,0.6501332,50.52631579,0,0,0.63254929
0.77,66251.304,23220.50371,0.12417564,0.0052668,0.6501332,50.52631579,0,0,0.63254929
0.77,66252.30451,23221.50422,0.12456036,0.0052668,0.6501332,50.52631579,0,0,0.63254929
0.77,66253.30589,23222.5056,0.1239558,0.0052668,0.6501332,50.52631579,0,0,0.76666921
0.77,66254.30554,23223.50525,0.12352885,0.0052668,0.6501332,50.52631579,0,0,0.76666921
0.77,66255.30518,23224.5049,0.12370569,0.0052668,0.6501332,50.52631579,0,0,0.76666921
0.77,66256.30483,23225.50454,0.12393826,0.0052668,0.6501332,50.52631579,0,0,0.76666921
0.77,66257.30448,23226.50419,0.12408505,0.0052668,0.6501332,50.52631579,0,0,0.76666921
0.77,66258.30413,23227.50384,0.12363545,0.0052668,0.6501332,50.52631579,0,0,0.81909859
0.77,66259.3055,23228.50522,0.1243092,0.0052668,0.6501332,50.52631579,0,0,0.81909859
0.77,66260.30515,23229.50486,0.1242334,0.0052668,0.6501332,50.52631579,0,0,0.81909859
0.77,66261.3048,23230.50451,0.1234239,0.0052668,0.6501332,50.52631579,0,0,0.81909859
0.77,66262.30358,23231.5033,0.12431678,0.0052668,0.6501332,50.52631579,0,0,0.81909859
0.77,66263.30582,23232.50554,0.12316097,0.0052668,0.6501332,50.52631579,0,0,0.62467879
0.77,66264.30461,23233.50432,0.12350845,0.0052668,0.6501332,50.52631579,0,0,0.62467879
0.77,66265.30426,23234.50397,0.12339887,0.0052668,0.6501332,50.52631579,0,0,0.62467879
0.77,66266.3039,23235.50362,0.12355115,0.0052668,0.6501332,50.52631579,0,0,0.62467879
0.77,66267.30528,23236.50499,0.12442854,0.0052668,0.6501332,50.52631579,0,0,0.62467879
0.77,66268.30493,23237.50464,0.1234599,0.0052668,0.6501332,50.52631579,0,0,0.6350975
0.77,66269.30458,23238.50429,0.12404442,0.0052668,0.6501332,50.52631579,0,0,0.6350975
0.77,66270.30422,23239.50394,0.12351226,0.0052668,0.6501332,50.52631579,0,0,0.6350975
0.77,66271.3056,23240.50531,0.1237608,0.0052668,0.6501332,50.52631579,0,0,0.6350975
0.77,66272.30438,23241.5041,0.12408732,0.0052668,0.6501332,50.52631579,0,0,0.6350975
0.77,66273.30403,23242.50374,0.1241772,0.0052668,0.6501332,50.52631579,0,0,0.6249007
0.77,66274.30368,23243.50339,0.12408357,0.0052668,0.6501332,50.52631579,0,0,0.6249007
0.77,66275.30506,23244.50477,0.12461249,0.0052668,0.6501332,50.52631579,0,0,0.6249007
0.77,66276.30643,23245.50614,0.12361617,0.0052668,0.6501332,50.52631579,0,0,0.6249007
0.77,66277.30435,23246.50406,0.12342157,0.0052668,0.6501332,50.52631579,0,0,0.6249007
0.77,66278.30573,23247.50544,0.1235224,0.0052668,0.6501332,50.52631579,0,0,0.57747108
0.77,66279.30538,23248.50509,0.12395257,0.0052668,0.6501332,50.52631579,0,0,0.57747108
0.77,66280.30416,23249.50387,0.12334241,0.0052668,0.6501332,50.52631579,0,0,0.57747108
0.77,66281.30381,23250.50352,0.12408576,0.0052668,0.6501332,50.52631579,0,0,0.57747108
0.77,66282.30346,23251.50317,0.12401652,0.0052668,0.6501332,50.52631579,0,0,0.57747108
0.77,66283.30483,23252.50454,0.12399618,0.0052668,0.6501332,50.52631579,0,0,0.45679718
0.77,66284.30448,23253.50419,0.12395445,0.0052668,0.6501332,50.52631579,0,0,0.45679718
0.77,66285.30413,23254.50384,0.12410621,0.0052668,0.6501332,50.52631579,0,0,0.45679718
0.77,66286.30378,23255.50349,0.12323458,0.0052668,0.6501332,50.52631579,0,0,0.45679718
0.77,66287.30342,23256.50314,0.1238658,0.0052668,0.6501332,50.52631579,0,0,0.45679718
0.77,66288.3048,23257.50451,0.12382932,0.0052668,0.6501332,50.52631579,0,0,0.4110058
0.77,66289.30358,23258.5033,0.12431102,0.0052668,0.6501332,50.52631579,0,0,0.4110058
0.77,66290.30323,23259.50294,0.12345408,0.0052668,0.6501332,50.52631579,0,0,0.4110058
0.77,66291.30461,23260.50432,0.12346496,0.0052668,0.6501332,50.52631579,0,0,0.4110058
0.77,66292.30426,23261.50397,0.12321865,0.0052668,0.6501332,50.52631579,0,0,0.4110058
0.77,66293.3039,23262.50362,0.12415484,0.0052668,0.6501332,50.52631579,0,0,0.37460044
0.77,66294.30355,23263.50326,0.12369474,0.0052668,0.6501332,50.52631579,0,0,0.37460044
0.77,66295.30493,23264.50464,0.12427378,0.0052668,0.6501332,50.52631579,0,0,0.37460044
0.77,66296.30458,23265.50429,0.12339778,0.0052668,0.6501332,50.52631579,0,0,0.37460044
0.77,66297.30422,23266.50394,0.12350088,0.0052668,0.6501332,50.52631579,0,0,0.37460044
0.77,66298.30387,23267.50358,0.12410711,0.0052668,0.6501332,50.52631579,0,0,0.32483524
0.77,66299.30352,23268.50323,0.1237324,0.0052668,0.6501332,50.52631579,0,0,0.32483524
0.77,66300.3049,23269.50461,0.12362784,0.0052668,0.6501332,50.52631579,0,0,0.32483524
0.77,66301.30454,23270.50426,0.12373609,0.0052668,0.6501332,50.52631579,0,0,0.32483524
0.77,66302.30419,23271.5039,0.12397306,0.0052668,0.6501332,50.52631579,0,0,0.32483524
0.77,66303.3047,23272.50442,0.12403221,0.0052668,0.6501332,50.52631579,0,0,0.30835912
0.77,66304.30349,23273.5032,0.12427267,0.0052668,0.6501332,50.52631579,0,0,0.30835912
0.77,66305.30314,23274.50285,0.12390392,0.0052668,0.6501332,50.52631579,0,0,0.30835912
0.77,66306.30451,23275.50422,0.12377019,0.0052668,0.6501332,50.52631579,0,0,0.30835912
0.77,66307.30416,23276.50387,0.12400407,0.0052668,0.6501332,50.52631579,0,0,0.30835912
0.77,66308.30554,23277.50525,0.12391491,0.0052668,0.6501332,50.52631579,0,0,0.29083675
0.77,66309.30346,23278.50317,0.12358832,0.0052668,0.6501332,50.52631579,0,0,0.29083675
0.77,66310.30483,23279.50454,0.12404912,0.0052668,0.6501332,50.52631579,0,0,0.29083675
0.77,66311.30362,23280.50333,0.12390243,0.0052668,0.6501332,50.52631579,0,0,0.29083675
0.77,66312.30326,23281.50298,0.12335358,0.0052668,0.6501332,50.52631579,0,0,0.29083675
0.77,66313.30291,23282.50262,0.12406538,0.0052668,0.6501332,50.52631579,0,0,0.23441266
0.77,66314.30429,23283.504,0.12360126,0.0052668,0.6501332,50.52631579,0,0,0.23441266
0.77,66315.30566,23284.50538,0.12438536,0.0052668,0.6501332,50.52631579,0,0,0.23441266
0.77,66316.30272,23285.50243,0.12342935,0.0052668,0.6501332,50.52631579,0,0,0.23441266
0.77,66317.30323,23286.50294,0.12372718,0.0052668,0.6501332,50.52631579,0,0,0.23441266
0.77,66318.30461,23287.50432,0.12398776,0.0052668,0.6501332,50.52631579,0,0,0.19621345
0.77,66319.30339,23288.5031,0.12354816,0.0052668,0.6501332,50.52631579,0,0,0.19621345
0.77,66320.30304,23289.50275,0.12372345,0.0052668,0.6501332,50.52631579,0,0,0.19621345
0.77,66321.30442,23290.50413,0.12397008,0.0052668,0.6501332,50.52631579,0,0,0.19621345
0.77,66322.30406,23291.50378,0.12373081,0.0052668,0.6501332,50.52631579,0,0,0.19621345
0.77,66323.30371,23292.50342,0.12371404,0.0052668,0.6501332,50.52631579,0,0,0.22275187
0.77,66324.30336,23293.50307,0.12342066,0.0052668,0.6501332,50.52631579,0,0,0.22275187
0.77,66325.30387,23294.50358,0.12479364,0.0052668,0.6501332,50.52631579,0,0,0.22275187
0.77,66326.30352,23295.50323,0.12355971,0.0052668,0.6501332,50.52631579,0,0,0.22275187
0.77,66327.30317,23296.50288,0.12380534,0.0052668,0.6501332,50.52631579,0,0,0.22275187
0.77,66328.30282,23297.50253,0.12310397,0.0052668,0.6501332,50.52631579,0,0,0.39011404
0.77,66329.30246,23298.50218,0.12342391,0.0052668,0.6501332,50.52631579,0,0,0.39011404
0.77,66330.30384,23299.50355,0.12356319,0.0052668,0.6501332,50.52631579,0,0,0.39011404
0.77,66331.30349,23300.5032,0.12394866,0.0052668,0.6501332,50.52631579,0,0,0.39011404
0.77,66332.30314,23301.50285,0.12356272,0.0052668,0.6501332,50.52631579,0,0,0.39011404
0.77,66333.30192,23302.50163,0.12315934,0.0052668,0.6501332,50.52631579,0,0,0.48502603
0.77,66334.30416,23303.50387,0.12365616,0.0052668,0.6501332,50.52631579,0,0,0.48502603
0.77,66335.30381,23304.50352,0.12314156,0.0052668,0.6501332,50.52631579,0,0,0.48502603
0.77,66336.30346,23305.50317,0.12292183,0.0052668,0.6501332,50.52631579,0,0,0.48502603
0.77,66337.3031,23306.50282,0.12307277,0.0052668,0.6501332,50.52631579,0,0,0.48502603
0.77,66338.30448,23307.50419,0.12358104,0.0052668,0.6501332,50.52631579,0,0,0.46205264
0.77,66339.30326,23308.50298,0.12392116,0.0052668,0.6501332,50.52631579,0,0,0.46205264
0.77,66340.30291,23309.50262,0.12341159,0.0052668,0.6501332,50.52631579,0,0,0.46205264
0.77,66341.30515,23310.50486,0.12351825,0.0052668,0.6501332,50.52631579,0,0,0.46205264
0.77,66342.30221,23311.50192,0.12258738,0.0052668,0.6501332,50.52631579,0,0,0.46205264
0.77,66343.30358,23312.5033,0.12321824,0.0052668,0.6501332,50.52631579,0,0,0.46205264
0.77,66344.3041,23313.50381,0.12284192,0.0052668,0.6501332,50.52631579,0,0,0.4608047
0.77,66345.30374,23314.50346,0.12329866,0.0052668,0.6501332,50.52631579,0,0,0.4608047
0.77,66346.30339,23315.5031,0.12381877,0.0052668,0.6501332,50.52631579,0,0,0.4608047
0.77,66347.30218,23316.50189,0.12313988,0.0052668,0.6501332,50.52631579,0,0,0.4608047
0.77,66348.30182,23317.50154,0.12360609,0.0052668,0.6501332,50.52631579,0,0,0.4608047
0.77,66349.3032,23318.50291,0.1235407,0.0052668,0.6501332,50.52631579,0,0,0.39344662
0.77,66350.30285,23319.50256,0.12295204,0.0052668,0.6501332,50.52631579,0,0,0.39344662
0.77,66351.3025,23320.50221,0.12300774,0.0052668,0.6501332,50.52631579,0,0,0.39344662
0.77,66352.30214,23321.50186,0.12304661,0.0052668,0.6501332,50.52631579,0,0,0.39344662
0.77,66353.30352,23322.50323,0.12370982,0.0052668,0.6501332,50.52631579,0,0,0.39344662
0.77,66354.30317,23323.50288,0.1229748,0.0052668,0.6501332,50.52631579,0,0,0.41636738
0.77,66355.30195,23324.50166,0.12368224,0.0052668,0.6501332,50.52631579,0,0,0.41636738
0.77,66356.30333,23325.50304,0.12324245,0.0052668,0.6501332,50.52631579,0,0,0.41636738
0.77,66357.30298,23326.50269,0.12303122,0.0052668,0.6501332,50.52631579,0,0,0.41636738
0.77,66358.30262,23327.50234,0.12329697,0.0052668,0.6501332,50.52631579,0,0,0.41636738
0.77,66359.304,23328.50371,0.12334508,0.0052668,0.6501332,50.52631579,0,0,0.63684338
0.77,66360.30365,23329.50336,0.12300265,0.0052668,0.6501332,50.52631579,0,0,0.63684338
0.77,66361.30243,23330.50214,0.12315112,0.0052668,0.6501332,50.52631579,0,0,0.63684338
0.77,66362.30208,23331.50179,0.12344785,0.0052668,0.6501332,50.52631579,0,0,0.63684338
0.77,66363.30173,23332.50144,0.12269176,0.0052668,0.6501332,50.52631579,0,0,0.63684338
0.77,66364.3031,23333.50282,0.12336493,0.0052668,0.6501332,50.52631579,0,0,0.50091088
0.77,66365.30275,23334.50246,0.12234877,0.0052668,0.6501332,50.52631579,0,0,0.50091088
0.77,66366.3024,23335.50211,0.12280598,0.0052668,0.6501332,50.52631579,0,0,0.50091088
0.77,66367.30205,23336.50176,0.12281707,0.0052668,0.6501332,50.52631579,0,0,0.50091088
0.77,66368.30342,23337.50314,0.12331863,0.0052668,0.6501332,50.52631579,0,0,0.50091088
0.77,66369.30307,23338.50278,0.12342671,0.0052668,0.6501332,50.52631579,0,0,0.4985089
0.77,66370.30272,23339.50243,0.12299711,0.0052668,0.6501332,50.52631579,0,0,0.4985089
0.77,66371.30237,23340.50208,0.12339998,0.0052668,0.6501332,50.52631579,0,0,0.4985089
0.77,66372.30202,23341.50173,0.1229425,0.0052668,0.6501332,50.52631579,0,0,0.4985089
0.77,66373.30339,23342.5031,0.12330734,0.0052668,0.6501332,50.52631579,0,0,0.4985089
0.77,66374.30218,23343.50189,0.12337641,0.0052668,0.6501332,50.52631579,0,0,0.55300814
0.77,66375.30182,23344.50154,0.12272676,0.0052668,0.6501332,50.52631579,0,0,0.55300814
0.77,66376.3032,23345.50291,0.12260547,0.0052668,0.6501332,50.52631579,0,0,0.55300814
0.77,66377.30285,23346.50256,0.12316033,0.0052668,0.6501332,50.52631579,0,0,0.55300814
0.77,66378.3025,23347.50221,0.12241845,0.0052668,0.6501332,50.52631579,0,0,0.55300814
0.77,66379.30214,23348.50186,0.12256698,0.0052668,0.6501332,50.52631579,0,0,0.70031416
0.77,66380.30352,23349.50323,0.12286866,0.0052668,0.6501332,50.52631579,0,0,0.70031416
0.77,66381.30144,23350.50115,0.12315927,0.0052668,0.6501332,50.52631579,0,0,0.70031416
0.77,66382.30282,23351.50253,0.12333591,0.0052668,0.6501332,50.52631579,0,0,0.70031416
0.77,66383.30246,23352.50218,0.12342933,0.0052668,0.6501332,50.52631579,0,0,0.70031416
0.77,66384.30211,23353.50182,0.12358534,0.0052668,0.6501332,50.52631579,0,0,0.66132152
0.77,66385.30349,23354.5032,0.12342703,0.0052668,0.6501332,50.52631579,0,0,0.66132152
0.77,66386.30227,23355.50198,0.12394632,0.0052668,0.6501332,50.52631579,0,0,0.66132152
0.77,66387.30365,23356.50336,0.12476113,0.0052668,0.6501332,50.52631579,0,0,0.66132152
0.77,66388.30157,23357.50128,0.12506308,0.0052668,0.6501332,50.52631579,0,0,0.66132152
0.77,66389.30294,23358.50266,0.12461239,0.0052668,0.6501332,50.52631579,0,0,1.70276976
0.77,66390.30259,23359.5023,0.12489574,0.0052668,0.6501332,50.52631579,0,0,1.70276976
0.77,66391.30224,23360.50195,0.12518142,0.0052668,0.6501332,50.52631579,0,0,1.70276976
0.77,66392.30189,23361.5016,0.12509465,0.0052668,0.6501332,50.52631579,0,0,1.70276976
0.77,66393.30154,23362.50125,0.12396137,0.0052668,0.6501332,50.52631579,0,0,1.70276976
0.77,66394.30291,23363.50262,0.12315297,0.0052668,0.6501332,50.52631579,0,0,1.58077621
0.77,66395.30256,23364.50227,0.12328772,0.0052668,0.6501332,50.52631579,0,0,1.58077621
0.77,66396.30221,23365.50192,0.12285941,0.0052668,0.6501332,50.52631579,0,0,1.58077621
0.77,66397.30099,23366.5007,0.12317033,0.0052668,0.6501332,50.52631579,0,0,1.58077621
0.77,66398.30237,23367.50208,0.12303475,0.0052668,0.6501332,50.52631579,0,0,1.58077621
0.77,66399.30202,23368.50173,0.1226359,0.0052668,0.6501332,50.52631579,0,0,1.13310015
0.77,66400.30166,23369.50138,0.12279789,0.0052668,0.6501332,50.52631579,0,0,1.13310015
0.77,66401.30304,23370.50275,0.12227967,0.0052668,0.6501332,50.52631579,0,0,1.13310015
0.77,66402.30269,23371.5024,0.12318181,0.0052668,0.6501332,50.52631579,0,0,1.13310015
0.77,66403.30234,23372.50205,0.12296855,0.0052668,0.6501332,50.52631579,0,0,1.13310015
0.77,66404.30371,23373.50342,0.12310103,0.0052668,0.6501332,50.52631579,0,0,0.7854324
0.77,66405.30077,23374.50048,0.12330416,0.0052668,0.6501332,50.52631579,0,0,0.7854324
0.77,66406.30042,23375.50013,0.12201043,0.0052668,0.6501332,50.52631579,0,0,0.7854324
0.77,66407.30093,23376.50064,0.12227219,0.0052668,0.6501332,50.52631579,0,0,0.7854324
0.77,66408.30058,23377.50029,0.12326805,0.0052668,0.6501332,50.52631579,0,0,0.7854324
0.77,66409.30195,23378.50166,0.12339987,0.0052668,0.6501332,50.52631579,0,0,0.53081554
0.77,66410.3016,23379.50131,0.12258573,0.0052668,0.6501332,50.52631579,0,0,0.53081554
0.77,66411.30298,23380.50269,0.12262799,0.0052668,0.6501332,50.52631579,0,0,0.53081554
0.77,66412.30262,23381.50234,0.12347747,0.0052668,0.6501332,50.52631579,0,0,0.53081554
0.77,66413.30227,23382.50198,0.12275328,0.0052668,0.6501332,50.52631579,0,0,0.53081554
0.77,66414.30106,23383.50077,0.12237702,0.0052668,0.6501332,50.52631579,0,0,0.43528378
0.77,66415.3007,23384.50042,0.12249538,0.0052668,0.6501332,50.52631579,0,0,0.43528378
0.77,66416.30208,23385.50179,0.12263391,0.0052668,0.6501332,50.52631579,0,0,0.43528378
0.77,66417.30173,23386.50144,0.12228998,0.0052668,0.6501332,50.52631579,0,0,0.43528378
0.77,66418.30138,23387.50109,0.12280069,0.0052668,0.6501332,50.52631579,0,0,0.43528378
0.77,66419.30275,23388.50246,0.12300589,0.0052668,0.6501332,50.52631579,0,0,0.34709424
0.77,66420.3024,23389.50211,0.12215522,0.0052668,0.6501332,50.52631579,0,0,0.34709424
0.77,66421.30205,23390.50176,0.12276687,0.0052668,0.6501332,50.52631579,0,0,0.34709424
0.77,66422.3017,23391.50141,0.12224536,0.0052668,0.6501332,50.52631579,0,0,0.34709424
0.77,66423.30134,23392.50106,0.12297774,0.0052668,0.6501332,50.52631579,0,0,0.34709424
0.77,66424.30272,23393.50243,0.12270451,0.0052668,0.6501332,50.52631579,0,0,0.38485026
0.77,66425.3015,23394.50122,0.12221526,0.0052668,0.6501332,50.52631579,0,0,0.38485026
0.77,66426.30115,23395.50086,0.1227188,0.0052668,0.6501332,50.52631579,0,0,0.38485026
0.77,66427.3008,23396.50051,0.12284788,0.0052668,0.6501332,50.52631579,0,0,0.38485026
0.77,66428.30218,23397.50189,0.1229752,0.0052668,0.6501332,50.52631579,0,0,0.38485026
0.77,66429.30182,23398.50154,0.12289847,0.0052668,0.6501332,50.52631579,0,0,0.3144362
0.77,66430.30061,23399.50032,0.12317878,0.0052668,0.6501332,50.52631579,0,0,0.3144362
0.77,66431.30198,23400.5017,0.12272015,0.0052668,0.6501332,50.52631579,0,0,0.3144362
0.77,66432.30163,23401.50134,0.12313166,0.0052668,0.6501332,50.52631579,0,0,0.3144362
0.77,66433.30128,23402.50099,0.1229979,0.0052668,0.6501332,50.52631579,0,0,0.3144362
0.77,66434.30006,23403.49978,0.12291213,0.0052668,0.6501332,50.52631579,0,0,0.30385697
0.77,66435.30144,23404.50115,0.12208963,0.0052668,0.6501332,50.52631579,0,0,0.30385697
0.77,66436.30109,23405.5008,0.12267841,0.0052668,0.6501332,50.52631579,0,0,0.30385697
0.77,66437.30074,23406.50045,0.12259248,0.0052668,0.6501332,50.52631579,0,0,0.30385697
0.77,66438.30211,23407.50182,0.12293731,0.0052668,0.6501332,50.52631579,0,0,0.30385697
0.77,66439.3009,23408.50061,0.12285278,0.0052668,0.6501332,50.52631579,0,0,0.23599242
0.77,66440.30054,23409.50026,0.12260646,0.0052668,0.6501332,50.52631579,0,0,0.23599242
0.77,66441.30019,23410.4999,0.1218969,0.0052668,0.6501332,50.52631579,0,0,0.23599242
0.77,66442.30157,23411.50128,0.1225135,0.0052668,0.6501332,50.52631579,0,0,0.23599242
0.77,66443.30122,23412.50093,0.12259474,0.0052668,0.6501332,50.52631579,0,0,0.23599242
0.77,66444.30086,23413.50058,0.12350352,0.0052668,0.6501332,50.52631579,0,0,0.21530312
0.77,66445.30051,23414.50022,0.12335396,0.0052668,0.6501332,50.52631579,0,0,0.21530312
0.77,66446.30189,23415.5016,0.12312368,0.0052668,0.6501332,50.52631579,0,0,0.21530312
0.77,66447.30154,23416.50125,0.12214755,0.0052668,0.6501332,50.52631579,0,0,0.21530312
0.77,66448.30032,23417.50003,0.12282004,0.0052668,0.6501332,50.52631579,0,0,0.21530312
0.77,66449.29997,23418.49968,0.12252986,0.0052668,0.6501332,50.52631579,0,0,0.19528611
0.77,66450.30134,23419.50106,0.12363168,0.0052668,0.6501332,50.52631579,0,0,0.19528611
0.77,66451.30099,23420.5007,0.12285495,0.0052668,0.6501332,50.52631579,0,0,0.19528611
0.77,66452.30064,23421.50035,0.12291581,0.0052668,0.6501332,50.52631579,0,0,0.19528611
0.77,66453.30029,23422.5,0.12254997,0.0052668,0.6501332,50.52631579,0,0,0.19528611
0.77,66454.30166,23423.50138,0.1230675,0.0052668,0.6501332,50.52631579,0,0,0.52068537
0.77,66455.30131,23424.50102,0.12222875,0.0052668,0.6501332,50.52631579,0,0,0.52068537
0.77,66456.30096,23425.50067,0.12237639,0.0052668,0.6501332,50.52631579,0,0,0.52068537
0.77,66457.30061,23426.50032,0.12295083,0.0052668,0.6501332,50.52631579,0,0,0.52068537
0.77,66458.29939,23427.4991,0.12275413,0.0052668,0.6501332,50.52631579,0,0,0.52068537
0.77,66459.30077,23428.50048,0.12253504,0.0052668,0.6501332,50.52631579,0,0,0.41269523
0.77,66460.30042,23429.50013,0.12248896,0.0052668,0.6501332,50.52631579,0,0,0.41269523
0.77,66461.30006,23430.49978,0.12267209,0.0052668,0.6501332,50.52631579,0,0,0.41269523
0.77,66462.29971,23431.49942,0.12379888,0.0052668,0.6501332,50.52631579,0,0,0.41269523
0.77,66463.30109,23432.5008,0.12229496,0.0052668,0.6501332,50.52631579,0,0,0.41269523
0.77,66464.3016,23433.50131,0.12273473,0.0052668,0.6501332,50.52631579,0,0,0.32657811
0.77,66465.30038,23434.5001,0.12258948,0.0052668,0.6501332,50.52631579,0,0,0.32657811
0.77,66466.30003,23435.49974,0.12332998,0.0052668,0.6501332,50.52631579,0,0,0.32657811
0.77,66467.29968,23436.49939,0.12309392,0.0052668,0.6501332,50.52631579,0,0,0.32657811
0.77,66468.30106,23437.50077,0.12233473,0.0052668,0.6501332,50.52631579,0,0,0.32657811
0.77,66469.3007,23438.50042,0.12262712,0.0052668,0.6501332,50.52631579,0,0,0.56484491
0.77,66470.30122,23439.50093,0.12319726,0.0052668,0.6501332,50.52631579,0,0,0.56484491
0.77,66471.3,23440.49971,0.12279803,0.0052668,0.6501332,50.52631579,0,0,0.56484491
0.77,66472.29965,23441.49936,0.12290981,0.0052668,0.6501332,50.52631579,0,0,0.56484491
0.77,66473.30102,23442.50074,0.12310459,0.0052668,0.6501332,50.52631579,0,0,0.56484491
0.77,66474.30067,23443.50038,0.12296749,0.0052668,0.6501332,50.52631579,0,0,0.42490187
0.77,66475.30032,23444.50003,0.12269304,0.0052668,0.6501332,50.52631579,0,0,0.42490187
0.77,66476.3017,23445.50141,0.12264419,0.0052668,0.6501332,50.52631579,0,0,0.42490187
0.77,66477.30134,23446.50106,0.12318285,0.0052668,0.6501332,50.52631579,0,0,0.42490187
0.77,66478.30013,23447.49984,0.12264936,0.0052668,0.6501332,50.52631579,0,0,0.42490187
0.77,66479.29978,23448.49949,0.12248605,0.0052668,0.6501332,50.52631579,0,0,0.49814197
0.77,66480.30115,23449.50086,0.12289374,0.0052668,0.6501332,50.52631579,0,0,0.49814197
0.77,66481.3008,23450.50051,0.12259229,0.0052668,0.6501332,50.52631579,0,0,0.49814197
0.77,66482.30131,23451.50102,0.12282371,0.0052668,0.6501332,50.52631579,0,0,0.49814197
0.77,66483.30096,23452.50067,0.12327053,0.0052668,0.6501332,50.52631579,0,0,0.49814197
0.77,66484.29974,23453.49946,0.12357086,0.0052668,0.6501332,50.52631579,0,0,0.60544246
0.77,66485.29939,23454.4991,0.12254418,0.0052668,0.6501332,50.52631579,0,0,0.60544246
0.77,66486.30077,23455.50048,0.1227596,0.0052668,0.6501332,50.52631579,0,0,0.60544246
0.77,66487.30042,23456.50013,0.122961,0.0052668,0.6501332,50.52631579,0,0,0.60544246
0.77,66488.30006,23457.49978,0.1226213,0.0052668,0.6501332,50.52631579,0,0,0.60544246
0.77,66489.29971,23458.49942,0.12281349,0.0052668,0.6501332,50.52631579,0,0,3.52271199
0.77,66490.29936,23459.49907,0.1227644,0.0052668,0.6501332,50.52631579,0,0,3.52271199
0.77,66491.30074,23460.50045,0.12331799,0.0052668,0.6501332,50.52631579,0,0,3.52271199
0.77,66492.30038,23461.5001,0.12325308,0.0052668,0.6501332,50.52631579,0,0,3.52271199
0.77,66493.30003,23462.49974,0.12240826,0.0052668,0.6501332,50.52631579,0,0,3.52271199
0.77,66494.29882,23463.49853,0.1224642,0.0052668,0.6501332,50.52631579,0,0,3.92769051
0.77,66495.30106,23464.50077,0.12280288,0.0052668,0.6501332,50.52631579,0,0,3.92769051
0.77,66496.3007,23465.50042,0.12311615,0.0052668,0.6501332,50.52631579,0,0,3.92769051
0.77,66497.30035,23466.50006,0.12309156,0.0052668,0.6501332,50.52631579,0,0,3.92769051
0.77,66498.29914,23467.49885,0.12371763,0.0052668,0.6501332,50.52631579,0,0,3.92769051
0.77,66499.30051,23468.50022,0.12305114,0.0052668,0.6501332,50.52631579,0,0,6.82736015
